place_id,name,opening_hours.weekday_text,permanently_closed,adr_address,url,geometry.location.lng,geometry.location.lat,plus_code.global_code,formatted_address,rating,wheelchair_accessible,user_ratings_total,price_level,address_components,vicinity,plus_code.compound_code,scope,website,business_status,types
ChIJG_KN3PXMHkcR0MY-dNAZ2VQ,Specjały Regionalne,,,"<span class=""street-address"">Nowy Świat 44</span>, <span class=""postal-code"">00-363</span> <span class=""locality"">Warszawa</span>, <span class=""country-name"">Poland</span>",https://maps.google.com/?cid=6113946352226322128,,,,"Nowy Świat 44, 00-363 Warszawa, Poland",4.4,,3722,2,"[{'long_name': '44', 'short_name': '44', 'types': ['street_number']}, {'long_name': 'Nowy Świat', 'short_name': 'Nowy Świat', 'types': ['route']}, {'long_name': 'Śródmieście', 'short_name': 'Śródmieście', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Warszawa', 'short_name': 'Warszawa', 'types': ['locality', 'political']}, {'long_name': 'Powiat Warszawa', 'short_name': 'Powiat Warszawa', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Województwo mazowieckie', 'short_name': 'Województwo mazowieckie', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Poland', 'short_name': 'PL', 'types': ['country', 'political']}, {'long_name': '00-363', 'short_name': '00-363', 'types': ['postal_code']}]","Nowy Świat 44, Warszawa",,,http://www.polishcuisine.pl/,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJ-c-5cWDMHkcRCv_vU46OhpU,InFormal Kitchen,,,"<span class=""street-address"">plac Stanisława Małachowskiego 2</span>, <span class=""postal-code"">00-066</span> <span class=""locality"">Warszawa</span>, <span class=""country-name"">Poland</span>",https://maps.google.com/?cid=10774455900475227914,,,,"plac Stanisława Małachowskiego 2, 00-066 Warszawa, Poland",4.7,,2083,2,"[{'long_name': '2', 'short_name': '2', 'types': ['street_number']}, {'long_name': 'plac Stanisława Małachowskiego', 'short_name': 'plac Stanisława Małachowskiego', 'types': ['route']}, {'long_name': 'Śródmieście', 'short_name': 'Śródmieście', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Warszawa', 'short_name': 'Warszawa', 'types': ['locality', 'political']}, {'long_name': 'Powiat Warszawa', 'short_name': 'Powiat Warszawa', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Województwo mazowieckie', 'short_name': 'Województwo mazowieckie', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Poland', 'short_name': 'PL', 'types': ['country', 'political']}, {'long_name': '00-066', 'short_name': '00-066', 'types': ['postal_code']}]","plac Stanisława Małachowskiego 2, Warszawa",,,http://www.informalkitchen.pl/,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJXX6SwozNHkcRIKwSid6g3-g,Restauracja Sultan,,,"<span class=""street-address"">al. Jana Pawła II 52</span>/54, <span class=""postal-code"">00-150</span> <span class=""locality"">Warszawa</span>, <span class=""country-name"">Poland</span>",https://maps.google.com/?cid=16780307614248643616,,,,"al. Jana Pawła II 52/54, 00-150 Warszawa, Poland",4.4,,447,2,"[{'long_name': '54', 'short_name': '54', 'types': ['subpremise']}, {'long_name': '52', 'short_name': '52', 'types': ['street_number']}, {'long_name': 'aleja Jana Pawła II', 'short_name': 'al. Jana Pawła II', 'types': ['route']}, {'long_name': 'Śródmieście', 'short_name': 'Śródmieście', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Warszawa', 'short_name': 'Warszawa', 'types': ['locality', 'political']}, {'long_name': 'Powiat Warszawa', 'short_name': 'Powiat Warszawa', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Województwo mazowieckie', 'short_name': 'Województwo mazowieckie', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Poland', 'short_name': 'PL', 'types': ['country', 'political']}, {'long_name': '00-150', 'short_name': '00-150', 'types': ['postal_code']}]","aleja Jana Pawła II 52/54, Warszawa",,,https://instagram.com/sultan_restauracja?igshid=OGQ5ZDc2ODk2ZA==,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJ-0U6maHNHkcR1VM8EKMTa24,BIN BIN - Asian Fusion Restaurant,,,"<span class=""street-address"">Twarda 42</span>, <span class=""postal-code"">00-824</span> <span class=""locality"">Warszawa</span>, <span class=""country-name"">Poland</span>",https://maps.google.com/?cid=7956474757753099221,,,,"Twarda 42, 00-824 Warszawa, Poland",4.6,,484,2,"[{'long_name': '42', 'short_name': '42', 'types': ['street_number']}, {'long_name': 'Twarda', 'short_name': 'Twarda', 'types': ['route']}, {'long_name': 'Wola', 'short_name': 'Wola', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Warszawa', 'short_name': 'Warszawa', 'types': ['locality', 'political']}, {'long_name': 'Powiat Warszawa', 'short_name': 'Powiat Warszawa', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Województwo mazowieckie', 'short_name': 'Województwo mazowieckie', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Poland', 'short_name': 'PL', 'types': ['country', 'political']}, {'long_name': '00-824', 'short_name': '00-824', 'types': ['postal_code']}]","Twarda 42, Warszawa",,,https://www.facebook.com/binbin.warsaw,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJ3-Fh5WbMHkcRaurfiNBDOVE,Restauracja Delicja Polska,,,"<span class=""street-address"">Krakowskie Przedmieście 64</span>, <span class=""postal-code"">00-322</span> <span class=""locality"">Warszawa</span>, <span class=""country-name"">Poland</span>",https://maps.google.com/?cid=5852783753673304682,,,,"Krakowskie Przedmieście 64, 00-322 Warszawa, Poland",4.7,,1388,3,"[{'long_name': '64', 'short_name': '64', 'types': ['street_number']}, {'long_name': 'Krakowskie Przedmieście', 'short_name': 'Krakowskie Przedmieście', 'types': ['route']}, {'long_name': 'Śródmieście', 'short_name': 'Śródmieście', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Warszawa', 'short_name': 'Warszawa', 'types': ['locality', 'political']}, {'long_name': 'Powiat Warszawa', 'short_name': 'Powiat Warszawa', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Województwo mazowieckie', 'short_name': 'Województwo mazowieckie', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Poland', 'short_name': 'PL', 'types': ['country', 'political']}, {'long_name': '00-322', 'short_name': '00-322', 'types': ['postal_code']}]","Krakowskie Przedmieście 64, Warszawa",,,http://www.delicjapolska.pl/,OPERATIONAL,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJRzsLkHzNHkcRYEC2dZxwXFY,Concept Food & Wine restauracja Praga Północ,,,"<span class=""street-address"">Plac Konesera 5</span>, <span class=""postal-code"">03-736</span> <span class=""locality"">Warszawa</span>, <span class=""country-name"">Poland</span>",https://maps.google.com/?cid=6222972602411270240,,,,"Plac Konesera 5, 03-736 Warszawa, Poland",4.6,,265,,"[{'long_name': '5', 'short_name': '5', 'types': ['street_number']}, {'long_name': 'Plac Konesera', 'short_name': 'Plac Konesera', 'types': ['route']}, {'long_name': 'Praga-Północ', 'short_name': 'Praga-Północ', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Warszawa', 'short_name': 'Warszawa', 'types': ['locality', 'political']}, {'long_name': 'Powiat Warszawa', 'short_name': 'Powiat Warszawa', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Województwo mazowieckie', 'short_name': 'Województwo mazowieckie', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Poland', 'short_name': 'PL', 'types': ['country', 'political']}, {'long_name': '03-736', 'short_name': '03-736', 'types': ['postal_code']}]","Plac Konesera 5, Warszawa",,,https://www.conceptfoodandwine.pl/,OPERATIONAL,"['restaurant', 'bar', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']"
ChIJNx5NkYbMHkcR_RSufQAAqHs,Czerwony Wieprz | restauracja polska Warszawa Śródmieście,,,"<span class=""street-address"">Żelazna 68</span>, <span class=""postal-code"">00-866</span> <span class=""locality"">Warszawa</span>, <span class=""country-name"">Poland</span>",https://maps.google.com/?cid=8910371864861086973,,,,"Żelazna 68, 00-866 Warszawa, Poland",4.4,,5764,2,"[{'long_name': '68', 'short_name': '68', 'types': ['street_number']}, {'long_name': 'Żelazna', 'short_name': 'Żelazna', 'types': ['route']}, {'long_name': 'Wola', 'short_name': 'Wola', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Warszawa', 'short_name': 'Warszawa', 'types': ['locality', 'political']}, {'long_name': 'Powiat Warszawa', 'short_name': 'Powiat Warszawa', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Województwo mazowieckie', 'short_name': 'Województwo mazowieckie', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Poland', 'short_name': 'PL', 'types': ['country', 'political']}, {'long_name': '00-866', 'short_name': '00-866', 'types': ['postal_code']}]","Żelazna 68, Warszawa",,,https://czerwonywieprz.pl/,OPERATIONAL,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJc_XUnN0zGUcRO3vDfBlv6yA,Diyaa Indian and Thai Restaurant and Bar,,,"<span class=""street-address"">Wynalazek 2</span>/U10, <span class=""postal-code"">02-677</span> <span class=""locality"">Warszawa</span>, <span class=""country-name"">Poland</span>",https://maps.google.com/?cid=2372111783998749499,,,,"Wynalazek 2/U10, 02-677 Warszawa, Poland",4.7,,506,,"[{'long_name': 'U10', 'short_name': 'U10', 'types': ['subpremise']}, {'long_name': '2', 'short_name': '2', 'types': ['street_number']}, {'long_name': 'Wynalazek', 'short_name': 'Wynalazek', 'types': ['route']}, {'long_name': 'Mokotów', 'short_name': 'Mokotów', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Warszawa', 'short_name': 'Warszawa', 'types': ['locality', 'political']}, {'long_name': 'Powiat Warszawa', 'short_name': 'Powiat Warszawa', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Województwo mazowieckie', 'short_name': 'Województwo mazowieckie', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Poland', 'short_name': 'PL', 'types': ['country', 'political']}, {'long_name': '02-677', 'short_name': '02-677', 'types': ['postal_code']}]","Wynalazek 2/U10, Warszawa",,,https://diyaa.com.pl/,OPERATIONAL,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJqS4vpdfNHkcR1UOVSox0tbs,Rest. Baczewskich,,,"<span class=""street-address"">aleja Jana Chrystiana Szucha 17</span>, <span class=""postal-code"">00-582</span> <span class=""locality"">Warszawa</span>, <span class=""country-name"">Poland</span>",https://maps.google.com/?cid=13525845201772692437,,,,"aleja Jana Chrystiana Szucha 17, 00-582 Warszawa, Poland",4.6,,1406,3,"[{'long_name': '17', 'short_name': '17', 'types': ['street_number']}, {'long_name': 'aleja Jana Chrystiana Szucha', 'short_name': 'aleja Jana Chrystiana Szucha', 'types': ['route']}, {'long_name': 'Śródmieście', 'short_name': 'Śródmieście', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Warszawa', 'short_name': 'Warszawa', 'types': ['locality', 'political']}, {'long_name': 'Powiat Warszawa', 'short_name': 'Powiat Warszawa', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Województwo mazowieckie', 'short_name': 'Województwo mazowieckie', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Poland', 'short_name': 'PL', 'types': ['country', 'political']}, {'long_name': '00-582', 'short_name': '00-582', 'types': ['postal_code']}]","aleja Jana Chrystiana Szucha 17, Warszawa",,,http://baczewskich.rest/,OPERATIONAL,"['restaurant', 'cafe', 'bar', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJb7MfUuLMHkcRepGaJjqmp0w,Qchnia Artystyczna Restauracja,,,"<span class=""street-address"">Jazdów 2</span>, <span class=""postal-code"">00-467</span> <span class=""locality"">Warszawa</span>, <span class=""country-name"">Poland</span>",https://maps.google.com/?cid=5523566236679180666,,,,"Jazdów 2, 00-467 Warszawa, Poland",3.9,,852,3,"[{'long_name': '2', 'short_name': '2', 'types': ['street_number']}, {'long_name': 'Jazdów', 'short_name': 'Jazdów', 'types': ['route']}, {'long_name': 'Śródmieście', 'short_name': 'Śródmieście', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Warszawa', 'short_name': 'Warszawa', 'types': ['locality', 'political']}, {'long_name': 'Powiat Warszawa', 'short_name': 'Powiat Warszawa', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Województwo mazowieckie', 'short_name': 'Województwo mazowieckie', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Poland', 'short_name': 'PL', 'types': ['country', 'political']}, {'long_name': '00-467', 'short_name': '00-467', 'types': ['postal_code']}]","Jazdów 2, Warszawa",,,http://www.qchnia.pl/,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJkcQeUBXNHkcRtMPJ1vS1jUE,Indian Taste Restauracja Indyjska,,,"<span class=""street-address"">Przemysłowa 36</span>/LU1, <span class=""postal-code"">00-450</span> <span class=""locality"">Warszawa</span>, <span class=""country-name"">Poland</span>",https://maps.google.com/?cid=4723631647361713076,,,,"Przemysłowa 36/LU1, 00-450 Warszawa, Poland",4.7,,1022,2,"[{'long_name': 'LU1', 'short_name': 'LU1', 'types': ['subpremise']}, {'long_name': '36', 'short_name': '36', 'types': ['street_number']}, {'long_name': 'Przemysłowa', 'short_name': 'Przemysłowa', 'types': ['route']}, {'long_name': 'Śródmieście', 'short_name': 'Śródmieście', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Warszawa', 'short_name': 'Warszawa', 'types': ['locality', 'political']}, {'long_name': 'Powiat Warszawa', 'short_name': 'Powiat Warszawa', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Województwo mazowieckie', 'short_name': 'Województwo mazowieckie', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Poland', 'short_name': 'PL', 'types': ['country', 'political']}, {'long_name': '00-450', 'short_name': '00-450', 'types': ['postal_code']}]","Przemysłowa 36/LU1, Warszawa",,,https://p.indiantaste.pl/,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJCSOp9_LMHkcR9nDDjO76MkQ,Little Georgia,,,"<span class=""street-address"">Nowogrodzka 40</span>, <span class=""postal-code"">00-691</span> <span class=""locality"">Warszawa</span>, <span class=""country-name"">Poland</span>",https://maps.google.com/?cid=4914266045885411574,,,,"Nowogrodzka 40, 00-691 Warszawa, Poland",4.6,,3622,2,"[{'long_name': '40', 'short_name': '40', 'types': ['street_number']}, {'long_name': 'Nowogrodzka', 'short_name': 'Nowogrodzka', 'types': ['route']}, {'long_name': 'Śródmieście', 'short_name': 'Śródmieście', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Warszawa', 'short_name': 'Warszawa', 'types': ['locality', 'political']}, {'long_name': 'Powiat Warszawa', 'short_name': 'Powiat Warszawa', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Województwo mazowieckie', 'short_name': 'Województwo mazowieckie', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Poland', 'short_name': 'PL', 'types': ['country', 'political']}, {'long_name': '00-691', 'short_name': '00-691', 'types': ['postal_code']}]","Nowogrodzka 40, Warszawa",,,https://mala-gruzja.pl/,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJwS7rmO7MHkcRuwToXWka7gs,Kiełba w Gębie,,,"<span class=""street-address"">Koszykowa 63</span>, <span class=""postal-code"">00-015</span> <span class=""locality"">Warszawa</span>, <span class=""country-name"">Poland</span>",https://maps.google.com/?cid=859653618723718331,,,,"Koszykowa 63, 00-015 Warszawa, Poland",4.2,,993,2,"[{'long_name': '63', 'short_name': '63', 'types': ['street_number']}, {'long_name': 'Koszykowa', 'short_name': 'Koszykowa', 'types': ['route']}, {'long_name': 'Śródmieście', 'short_name': 'Śródmieście', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Warszawa', 'short_name': 'Warszawa', 'types': ['locality', 'political']}, {'long_name': 'Powiat Warszawa', 'short_name': 'Powiat Warszawa', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Województwo mazowieckie', 'short_name': 'Województwo mazowieckie', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Poland', 'short_name': 'PL', 'types': ['country', 'political']}, {'long_name': '00-015', 'short_name': '00-015', 'types': ['postal_code']}]","Koszykowa 63, Warszawa",,,https://www.facebook.com/kielbawgebie,OPERATIONAL,"['meal_takeaway', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJZ6Mm9CvNHkcR8X0Q_rNKHTY,Stary Dom,,,"<span class=""street-address"">Puławska 104</span>/106, <span class=""postal-code"">02-620</span> <span class=""locality"">Warszawa</span>, <span class=""country-name"">Poland</span>",https://maps.google.com/?cid=3899354989294812657,,,,"Puławska 104/106, 02-620 Warszawa, Poland",4.7,,8969,3,"[{'long_name': '106', 'short_name': '106', 'types': ['subpremise']}, {'long_name': '104', 'short_name': '104', 'types': ['street_number']}, {'long_name': 'Puławska', 'short_name': 'Puławska', 'types': ['route']}, {'long_name': 'Mokotów', 'short_name': 'Mokotów', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Warszawa', 'short_name': 'Warszawa', 'types': ['locality', 'political']}, {'long_name': 'Powiat Warszawa', 'short_name': 'Powiat Warszawa', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Województwo mazowieckie', 'short_name': 'Województwo mazowieckie', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Poland', 'short_name': 'PL', 'types': ['country', 'political']}, {'long_name': '02-620', 'short_name': '02-620', 'types': ['postal_code']}]","Puławska 104/106, Warszawa",,,https://www.restauracjastarydom.pl/,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJZfHv8pHNHkcRzeXwsx48x-0,Restauracja Warszawska,,,"<span class=""street-address"">plac Powstańców Warszawy 9</span>, <span class=""postal-code"">00-030</span> <span class=""locality"">Warszawa</span>, <span class=""country-name"">Poland</span>",https://maps.google.com/?cid=17133729409919935949,,,,"plac Powstańców Warszawy 9, 00-030 Warszawa, Poland",4.5,,209,,"[{'long_name': '9', 'short_name': '9', 'types': ['street_number']}, {'long_name': 'plac Powstańców Warszawy', 'short_name': 'plac Powstańców Warszawy', 'types': ['route']}, {'long_name': 'Śródmieście', 'short_name': 'Śródmieście', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Warszawa', 'short_name': 'Warszawa', 'types': ['locality', 'political']}, {'long_name': 'Powiat Warszawa', 'short_name': 'Powiat Warszawa', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Województwo mazowieckie', 'short_name': 'Województwo mazowieckie', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Poland', 'short_name': 'PL', 'types': ['country', 'political']}, {'long_name': '00-030', 'short_name': '00-030', 'types': ['postal_code']}]","plac Powstańców Warszawy 9, Warszawa",,,https://warszawa.hotel.com.pl/hotel-warszawa/restaurants/warszawska-restaurant,OPERATIONAL,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJ6x2MNfHMHkcRM3JsrVcnf6I,Concept 13 Restaurant,,,"<span class=""street-address"">Bracka 9</span>, <span class=""postal-code"">00-501</span> <span class=""locality"">Warszawa</span>, <span class=""country-name"">Poland</span>",https://maps.google.com/?cid=11709120813711782451,,,,"Bracka 9, 00-501 Warszawa, Poland",4.4,,936,3,"[{'long_name': '9', 'short_name': '9', 'types': ['street_number']}, {'long_name': 'Bracka', 'short_name': 'Bracka', 'types': ['route']}, {'long_name': 'Śródmieście', 'short_name': 'Śródmieście', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Warszawa', 'short_name': 'Warszawa', 'types': ['locality', 'political']}, {'long_name': 'Powiat Warszawa', 'short_name': 'Powiat Warszawa', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Województwo mazowieckie', 'short_name': 'Województwo mazowieckie', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Poland', 'short_name': 'PL', 'types': ['country', 'political']}, {'long_name': '00-501', 'short_name': '00-501', 'types': ['postal_code']}]","Bracka 9, Warszawa",,,https://hotel.com.pl/pl/restauracja-concept-13,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJ76RFv3HNHkcROrbiued6RdU,NEM Asian Fusion Restaurant,,,"<span class=""street-address"">Krakowskie Przedmieście 47</span>/49/51, <span class=""postal-code"">00-071</span> <span class=""locality"">Warszawa</span>, <span class=""country-name"">Poland</span>",https://maps.google.com/?cid=15367824439146362426,,,,"Krakowskie Przedmieście 47/49/51, 00-071 Warszawa, Poland",4.4,,598,,"[{'long_name': '49/51', 'short_name': '49/51', 'types': ['subpremise']}, {'long_name': '47', 'short_name': '47', 'types': ['street_number']}, {'long_name': 'Krakowskie Przedmieście', 'short_name': 'Krakowskie Przedmieście', 'types': ['route']}, {'long_name': 'Śródmieście', 'short_name': 'Śródmieście', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Warszawa', 'short_name': 'Warszawa', 'types': ['locality', 'political']}, {'long_name': 'Powiat Warszawa', 'short_name': 'Powiat Warszawa', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Województwo mazowieckie', 'short_name': 'Województwo mazowieckie', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Poland', 'short_name': 'PL', 'types': ['country', 'political']}, {'long_name': '00-071', 'short_name': '00-071', 'types': ['postal_code']}]","Krakowskie Przedmieście 47/49/51, Warszawa",,,https://jesshotel.pl/nem-asian-fusion,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChIJ2X3Sqe7MHkcRA8bKf48xRgU,Soul Kitchen,,,"<span class=""street-address"">Nowogrodzka 18A</span>, <span class=""postal-code"">00-511</span> <span class=""locality"">Warszawa</span>, <span class=""country-name"">Poland</span>",https://maps.google.com/?cid=380045710953465347,,,,"Nowogrodzka 18A, 00-511 Warszawa, Poland",4.7,,4316,2,"[{'long_name': '18A', 'short_name': '18A', 'types': ['street_number']}, {'long_name': 'Nowogrodzka', 'short_name': 'Nowogrodzka', 'types': ['route']}, {'long_name': 'Śródmieście', 'short_name': 'Śródmieście', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Warszawa', 'short_name': 'Warszawa', 'types': ['locality', 'political']}, {'long_name': 'Powiat Warszawa', 'short_name': 'Powiat Warszawa', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Województwo mazowieckie', 'short_name': 'Województwo mazowieckie', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Poland', 'short_name': 'PL', 'types': ['country', 'political']}, {'long_name': '00-511', 'short_name': '00-511', 'types': ['postal_code']}]","Nowogrodzka 18A, Warszawa",,,http://www.soulkitchen.pl/,OPERATIONAL,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJIVQsn5HNHkcRK9J-hS5mhSM,Dreamland - Indian Restaurant Warsaw - Kuchnia indyjska,,,"<span class=""street-address"">Grójecka 186</span>, <span class=""postal-code"">02-390</span> <span class=""locality"">Warszawa</span>, <span class=""country-name"">Poland</span>",https://maps.google.com/?cid=2559564313224204843,,,,"Grójecka 186, 02-390 Warszawa, Poland",4.8,,637,2,"[{'long_name': '186', 'short_name': '186', 'types': ['street_number']}, {'long_name': 'Grójecka', 'short_name': 'Grójecka', 'types': ['route']}, {'long_name': 'Ochota', 'short_name': 'Ochota', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Warszawa', 'short_name': 'Warszawa', 'types': ['locality', 'political']}, {'long_name': 'Powiat Warszawa', 'short_name': 'Powiat Warszawa', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Województwo mazowieckie', 'short_name': 'Województwo mazowieckie', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Poland', 'short_name': 'PL', 'types': ['country', 'political']}, {'long_name': '02-390', 'short_name': '02-390', 'types': ['postal_code']}]","Grójecka 186, Warszawa",,,http://www.dreamlandfamily.pl/,OPERATIONAL,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJVweRcj8zGUcR268h8LCvnQM,Boska Strawa - The Divine Food - Indian Restaurant,,,"<span class=""street-address"">Henryka Sienkiewicza 12</span>, <span class=""postal-code"">05-090</span> <span class=""locality"">Rybie</span>, <span class=""country-name"">Poland</span>",https://maps.google.com/?cid=260557527935201243,,,,"Henryka Sienkiewicza 12, 05-090 Rybie, Poland",4.7,,186,,"[{'long_name': '12', 'short_name': '12', 'types': ['street_number']}, {'long_name': 'Henryka Sienkiewicza', 'short_name': 'Henryka Sienkiewicza', 'types': ['route']}, {'long_name': 'Rybie', 'short_name': 'Rybie', 'types': ['locality', 'political']}, {'long_name': 'Powiat pruszkowski', 'short_name': 'Powiat pruszkowski', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Województwo mazowieckie', 'short_name': 'Województwo mazowieckie', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Poland', 'short_name': 'PL', 'types': ['country', 'political']}, {'long_name': '05-090', 'short_name': '05-090', 'types': ['postal_code']}]","Henryka Sienkiewicza 12, Rybie",,,http://boskastrawa.pl/,OPERATIONAL,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']"
ChIJTf0dJOfDD0cRak4BthYBshs,U Gruzina,,,"<span class=""street-address"">Świętego Mikołaja 16</span>/lok. 17, <span class=""postal-code"">50-138</span> <span class=""locality"">Wrocław</span>, <span class=""country-name"">Poland</span>",https://maps.google.com/?cid=1995658781932998250,,,,"Świętego Mikołaja 16/lok. 17, 50-138 Wrocław, Poland",4.6,,2855,2,"[{'long_name': 'lok. 17', 'short_name': 'lok. 17', 'types': ['subpremise']}, {'long_name': '16', 'short_name': '16', 'types': ['street_number']}, {'long_name': 'Świętego Mikołaja', 'short_name': 'Świętego Mikołaja', 'types': ['route']}, {'long_name': 'Stare Miasto', 'short_name': 'Stare Miasto', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Wrocław', 'short_name': 'Wrocław', 'types': ['locality', 'political']}, {'long_name': 'Powiat Wrocław', 'short_name': 'Powiat Wrocław', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Województwo dolnośląskie', 'short_name': 'Województwo dolnośląskie', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Poland', 'short_name': 'PL', 'types': ['country', 'political']}, {'long_name': '50-138', 'short_name': '50-138', 'types': ['postal_code']}]","Świętego Mikołaja 16/lok. 17, Wrocław",,,https://ugruzina.com/,OPERATIONAL,"['meal_delivery', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment']"
